budget,duration_planned,material_cost_index,weather_delay_days,labor_skill_rating,site_access_rating,project_complexity_rating,contract_type,trend,overrun_flag
3097663,15,1.4980096878967728,5,3,3,5,1,0,1
7756721,60,1.177782343824128,5,2,3,2,1,-1,0
2178538,12,1.4795492668085062,10,4,5,5,0,0,0
9631641,60,0.8104562696306015,14,4,5,2,1,1,0
3191192,44,1.039184133795524,10,4,5,2,1,0,0
1385449,10,1.0778562207114746,8,3,3,4,0,1,0
3530191,33,1.12136014313187,10,2,5,4,0,0,0
2172456,11,1.171023597062549,11,4,5,3,1,0,0
5413390,44,1.322727739348048,12,2,4,4,1,1,1
2209828,11,1.0387982904573774,8,2,4,3,0,1,1
2501221,35,1.1847571717382812,14,2,2,4,1,0,1
1052075,9,1.138719277418987,9,4,1,4,0,-1,0
2492049,23,0.9185275240272124,9,4,1,3,0,0,1
763503,7,1.121583327729641,5,4,5,5,0,-1,1
1263831,15,1.1140851175257205,3,3,2,4,0,-1,0
5158976,52,1.1087298587492385,13,2,2,3,1,0,1
5238156,34,1.1579398641453627,7,5,4,5,0,0,1
4219699,37,1.1689183851533465,7,3,2,5,1,1,1
1829977,13,1.0419262052231673,6,3,3,4,0,-1,0
3176762,25,1.468178683492816,12,3,5,3,0,1,1
3261958,16,0.8576298426992457,8,2,3,5,0,1,1
1631452,7,0.9697574728825258,11,2,1,2,0,1,0
8056896,55,1.844990906055889,12,3,4,1,1,1,0
5533977,46,0.8905021612526924,8,2,3,3,0,1,0
2863117,33,0.8115613313225603,7,2,5,4,1,1,0
3322179,15,1.3336191862503044,5,4,3,5,0,0,1
3704391,46,0.7,2,3,3,4,0,0,0
960259,8,1.0911815225068902,12,3,2,5,0,1,1
2818438,24,1.686456231269122,12,4,4,2,1,0,0
2171240,18,0.7637660194616498,6,5,1,2,0,-1,1
1792331,18,0.7,6,2,5,4,1,1,1
2761652,14,0.7752046995105754,12,4,5,5,1,0,1
9612855,60,1.3745898920867463,10,3,1,4,0,1,1
4801820,29,1.431194179996453,9,2,5,2,0,-1,0
2320498,26,1.0218528007553727,13,2,2,3,0,0,0
4609129,57,1.3208031010002672,11,3,3,3,1,0,0
7569315,36,1.4975638318779974,14,4,2,3,0,1,1
5693183,57,1.5968366036074562,8,2,2,1,0,-1,1
3388094,17,1.0884161797050378,10,3,2,5,0,1,1
2217382,14,0.7,10,4,1,4,1,-1,0
4970017,60,0.9447802693975782,8,3,4,4,1,-1,1
4139523,19,1.0432989512661854,8,4,1,2,1,0,0
5593500,52,1.0852653008554023,10,4,1,2,1,0,0
4785509,24,1.1030351497478201,10,3,2,4,0,0,1
6136294,60,1.4297236494826673,11,5,4,5,0,-1,1
2371086,11,1.4686071066718953,16,1,1,4,1,0,1
7206085,60,1.1070815865188042,8,1,4,5,1,0,0
3680502,25,1.4246212190129546,7,3,2,5,0,1,1
11354861,60,1.2394153416577722,10,3,1,2,0,-1,1
2161876,10,1.1661264932156428,7,3,4,3,1,0,0
9263368,44,1.3766360392774908,15,3,5,4,0,0,1
3681189,19,1.1680630120594788,12,2,1,3,0,1,1
2211428,10,1.6644527942744405,11,2,1,3,1,1,1
2445275,24,0.7903972083013602,12,4,1,3,1,1,0
2697380,23,1.0212072752269954,10,4,4,3,0,-1,0
4216430,37,1.1183702757615124,7,4,3,5,0,1,0
4473587,35,1.2598631726144975,10,4,1,2,0,1,1
2316991,17,1.4669901217757721,9,3,5,3,1,1,1
3221595,21,1.1439003581909608,14,2,5,4,1,0,1
11820693,60,0.7944425876234481,9,3,2,4,1,1,1
9216684,53,1.360628474113751,14,4,3,4,0,0,1
4247300,44,1.338739691535491,8,3,3,5,0,0,0
3344414,28,0.7,11,1,4,4,1,0,0
3513133,24,1.1490489665823,10,5,2,4,0,0,1
4723737,24,0.7524645423299254,9,4,4,3,1,0,0
1769706,9,0.9838372256244843,15,2,2,3,1,0,0
2801243,16,0.9242977682593,14,3,3,4,0,1,1
1201221,12,1.3523161745604964,14,5,4,5,1,0,0
4153798,27,1.1792075435430458,7,1,2,5,0,0,1
4820159,57,0.8286022498109931,9,3,3,4,1,0,0
2446302,19,1.3700164907393355,8,3,3,4,0,1,0
8405460,60,0.7915485440178963,13,3,1,1,1,0,0
1566791,20,1.2325284476177358,14,4,4,2,1,-1,0
1357798,12,0.946497332677111,10,3,1,2,0,1,1
3740280,17,1.05858072936737,11,1,3,2,0,-1,0
6127264,28,1.276067687009596,5,1,4,3,0,-1,0
8978618,60,1.2803623497648822,12,1,4,3,0,0,1
2482233,32,1.48424226838899,9,3,5,4,1,0,0
6244480,60,1.1294365750821367,11,4,2,4,0,-1,0
3194352,24,1.226612715740835,11,2,5,4,0,0,0
2947369,13,1.0405656693989187,4,3,5,3,0,1,0
5554927,60,1.1954974706556993,3,4,3,3,0,0,0
4835009,26,1.2598715120021278,10,2,2,5,1,-1,0
1269539,14,1.1254225381364058,3,3,5,2,0,1,0
7928101,36,0.7,9,4,5,5,1,0,0
7482330,58,1.2328677240827237,8,3,4,3,1,0,0
2246002,12,1.241140369338864,7,3,3,4,0,0,1
4145285,34,0.9799566309130122,6,3,5,2,1,0,1
4396934,26,0.8289032409818713,2,5,2,2,0,0,1
3822458,38,1.5189697876259913,15,3,1,3,0,1,1
2349743,25,1.2728613777236004,14,3,1,4,0,0,1
2184780,10,1.0927297422695725,16,3,3,3,0,0,0
3219277,15,0.8657417792131281,8,1,1,4,1,1,1
6606981,32,0.9445462928946634,8,3,4,3,0,1,1
4529672,27,1.4756475991965579,8,3,4,3,0,-1,0
2617241,13,1.1844154852170115,8,2,2,5,0,1,1
5194023,60,1.0123532332498233,14,3,3,5,0,0,1
591770,6,1.277422307806164,9,1,3,4,1,0,1
6512665,55,0.9464004531384189,15,3,1,3,0,0,1
1151034,6,1.5252107575700946,9,2,5,2,1,0,1
2630107,21,1.4882001337241813,14,1,5,5,1,-1,1
1669772,18,1.0333564821993058,13,4,5,3,0,0,0
1503326,9,0.9928324382422848,15,5,2,5,1,0,1
6559966,34,0.7,9,2,3,3,0,-1,1
2469137,19,0.779604807112158,21,3,1,5,0,0,0
4024464,44,0.8151325562605609,9,2,2,3,0,1,0
3178270,31,1.1837975852468463,11,3,4,3,0,1,1
4352341,41,1.06844157388966,10,3,4,4,1,0,1
3423223,29,0.8136661281461895,7,2,4,5,0,1,1
1513907,9,1.0797089893838605,6,4,3,5,1,0,1
5943210,37,1.276334286911837,7,2,4,4,0,-1,1
2430836,13,1.2819598374788967,10,1,5,4,1,0,1
1284719,10,0.7,5,4,4,4,0,-1,0
2528485,13,1.1179341298790422,9,4,2,4,1,1,0
8044151,60,0.8041648057570974,12,3,4,5,0,1,1
5444590,38,1.3754321742850684,11,3,5,3,1,0,1
2651957,13,1.3460366040883744,10,3,4,4,1,0,1
2650994,27,0.9254931934188853,7,3,1,4,1,0,1
2695297,31,0.9584886993999,14,3,5,4,0,0,0
11364997,56,1.0346832373754231,8,3,3,5,0,1,1
4110935,33,0.7,12,3,4,3,1,0,0
4231321,24,1.2339920433601441,16,4,2,3,0,-1,1
6065758,60,1.0817888634149673,9,4,4,3,0,1,0
3772594,21,1.3925437706419648,7,3,2,3,0,-1,1
2798445,23,0.8753976955093618,6,3,1,3,0,1,0
2905715,37,0.995219262937517,6,3,3,5,0,0,0
3131551,19,0.7733686854902211,10,3,5,4,0,0,0
3196818,30,0.8989273591264366,8,3,5,5,0,-1,0
5058485,39,0.8545045009829452,12,4,3,2,0,0,0
3372508,41,1.3989934197116114,7,4,1,5,0,1,0
5073716,55,0.9754345378121518,9,4,1,4,0,0,1
3114471,27,1.1810439211861532,6,4,4,1,1,1,0
3426949,41,1.0548091490345488,10,5,1,4,0,0,1
985672,6,0.8326336834967967,14,3,4,5,1,1,1
5664881,60,1.1079248942070892,10,5,2,2,0,1,0
4024426,28,1.2997758329658986,15,2,3,4,0,0,1
5949430,60,0.8480601518641618,9,1,2,5,0,0,0
575069,6,1.3522781976828446,10,3,2,1,0,1,0
11444557,54,0.9375697696305758,9,5,2,4,1,0,1
3006376,31,1.0292540184817898,14,3,2,3,0,1,1
6355999,29,1.282670780752512,10,2,5,3,1,0,0
1751628,17,0.9841409606951279,7,3,1,4,1,1,0
4721628,26,1.1593937148339664,11,3,3,2,0,-1,1
1737487,11,1.071327292802977,14,3,3,4,0,1,0
2248420,11,1.1823420016759545,8,4,2,1,0,0,0
10307875,60,0.7,13,5,3,3,1,1,1
2915612,19,0.7,13,4,4,4,1,0,0
3724561,37,1.3039917515117094,7,2,3,3,1,0,0
5509809,58,1.4092953514122626,5,3,2,3,0,1,0
4401293,21,0.9223783241171196,4,3,3,5,1,1,1
3577773,30,1.0889929119572164,11,3,1,5,1,1,1
4069279,32,1.2236798132255753,9,2,2,5,0,0,0
13825832,60,1.323304400414676,7,4,5,4,0,0,1
3157934,26,0.7,6,3,1,5,0,0,0
3688238,17,0.9284899382554056,16,4,3,5,0,0,0
6140352,33,1.0668551550375311,10,5,5,3,1,-1,1
6345875,39,1.3257850493090122,8,1,1,3,0,0,1
6663918,32,1.7746076209303736,6,5,4,2,0,1,0
4795737,60,1.0929985682975705,7,4,1,3,0,0,1
1646557,15,0.7982556344740027,8,3,5,5,0,1,0
8710666,60,1.2505670193003244,16,3,4,4,0,0,1
1643260,15,1.4802489473851774,7,3,3,4,1,1,0
3919917,21,1.1770035302448751,15,3,2,2,0,0,1
2079076,10,0.9233378637114267,10,3,3,2,0,1,1
3145605,23,1.3894984853700048,10,1,2,3,1,0,1
3981851,32,1.3158864046246086,7,3,2,5,0,1,1
3964198,18,0.8934797889510938,10,2,5,3,0,0,1
4210754,30,1.2453564043835854,9,1,4,5,0,0,0
8608208,60,1.399316391914718,7,3,4,2,0,-1,1
4291387,34,1.4454725106397233,10,3,1,4,0,0,1
2823551,13,1.133387756172636,8,3,3,4,0,1,1
5829561,37,1.06048013845517,10,1,5,5,0,-1,0
6673682,36,1.4568184555203156,5,4,3,1,1,1,0
1565060,8,0.8474598742547786,10,3,1,2,0,-1,1
4678275,38,1.2596448227302512,14,2,1,3,1,1,0
4978820,36,0.8074933431588927,9,3,5,5,0,1,0
2734507,13,1.4163440680649007,10,3,1,2,0,0,1
7462672,59,1.0854886210972094,7,1,5,1,1,-1,0
2987557,15,1.4671458089118672,6,3,1,4,0,0,1
3524840,16,1.2728531890888817,13,4,4,4,0,-1,0
2946583,18,0.8441949424845174,11,4,5,5,0,0,1
3299717,18,1.5061569330193108,10,2,4,5,1,0,0
1693376,8,1.5378113166069323,11,4,4,4,0,0,1
1377759,7,1.3705716231498037,11,3,5,5,0,-1,1
8509579,60,0.9596030337409449,12,5,3,4,0,-1,0
1966612,25,1.0734965114106476,10,1,2,3,1,-1,0
1803364,13,1.1863568043514399,9,3,1,5,0,0,0
898036,6,0.9740724001671416,9,3,1,4,0,0,0
2228017,16,1.573086643115801,7,2,3,3,0,0,0
1477919,8,1.186081617931509,13,4,2,4,1,0,0
8755644,60,0.7,11,3,3,3,0,1,0
5991727,36,1.234838953189055,10,1,2,2,0,0,0
2163222,22,1.0629606507956717,9,3,5,4,1,1,1
12628433,60,1.131268360970388,6,3,5,5,0,0,0
5891724,38,1.057845158553575,5,2,4,4,1,-1,0
2690132,26,1.3517616041516718,9,5,4,3,1,0,1
729676,6,1.429921944638345,9,4,5,5,1,0,1
12923598,60,1.2207632905646633,16,2,4,1,0,1,0
1420126,9,1.0651722032154602,14,3,5,3,0,0,1
1218048,11,1.1396656987977074,13,3,3,3,0,1,1
6037751,28,1.154899904144407,8,4,1,1,1,0,0
14130574,60,0.9493924900337907,10,5,5,3,1,0,1
7501125,35,1.2947321621428087,13,3,5,4,0,-1,1
4585205,34,1.2650105809651164,11,4,5,5,1,-1,1
4670854,33,1.5351103099441683,17,3,4,5,1,0,1
5455033,26,1.4638374450721185,7,3,4,5,0,0,0
5154378,34,0.9785812706024674,12,5,4,3,0,1,0
3869805,21,1.355074593627241,10,3,4,4,0,1,1
3479922,32,0.912261654226382,11,3,3,5,0,0,0
3148523,22,1.3239830252352123,9,4,5,3,1,0,0
2079465,23,1.020846450309973,13,2,3,4,1,-1,0
2762357,27,0.8941866941561039,7,3,4,3,0,0,0
1183783,16,1.220011335674351,10,5,3,3,0,1,1
3081713,40,0.7,8,4,5,4,0,0,0
1806397,8,0.712256106398693,10,4,5,4,1,1,1
1685961,15,1.1056270290564292,7,2,4,4,1,1,1
3641610,21,1.1706104416587104,7,3,5,3,0,0,0
7535994,38,1.0576703074604528,8,5,3,4,0,-1,0
5671646,37,0.7551409253206003,17,3,2,5,0,0,1
1274035,13,0.9455270394653735,12,2,5,5,0,-1,1
1805274,10,1.2478023318093483,8,3,3,3,1,0,0
5748575,35,1.2954454426570905,11,3,3,2,0,1,0
1813025,10,1.1459442206010146,5,2,3,4,0,0,0
2856821,15,1.439208445259247,12,4,5,3,0,1,0
4547241,21,1.2493492558648085,4,5,2,1,0,1,0
1828475,11,0.9631360865104468,7,3,4,3,0,1,1
3482375,28,1.0798744866470955,7,4,4,5,0,0,0
1468254,8,0.7992834606980362,8,4,5,4,1,1,0
2278845,28,1.1229652524021456,7,4,5,3,0,0,0
3960453,19,1.4280251548053347,13,1,1,3,0,0,1
1256956,14,1.321322521177742,5,2,2,4,0,1,1
4257892,35,1.5005023314797805,13,1,3,3,1,1,1
3230725,16,1.0742786890502516,11,1,3,4,0,0,1
4553897,28,1.4865249486285643,9,3,4,1,1,1,0
3739073,28,1.1016739433880074,9,3,5,3,0,0,1
7411061,52,1.5178962706424735,8,2,2,3,0,0,1
3524096,17,1.144535813139469,12,1,4,4,0,-1,0
2526528,20,1.326807843451069,12,3,2,4,1,0,1
3517913,17,1.5187780910774638,7,2,5,3,0,0,0
4528850,54,1.1016430928546985,11,4,3,1,0,0,1
3366270,18,1.2045972468860435,18,1,1,3,0,0,1
3349611,16,1.4722158563015755,15,4,2,4,0,-1,0
2145332,22,1.116749209017484,13,5,3,2,0,-1,0
2196244,16,0.8197769293734596,9,4,2,2,0,0,0
1409064,14,1.6857517636462274,8,4,2,4,0,0,1
9339339,53,1.0325588839157156,13,5,2,4,0,0,1
1549870,10,1.1896890127343855,8,2,5,3,0,0,0
2157060,13,1.4390016673627817,11,5,4,3,0,0,0
2124305,21,0.9978765240671994,7,4,2,5,0,-1,0
5592598,54,0.8980330216944674,11,4,5,5,0,0,0
2738799,35,1.2134343241937082,6,3,1,3,0,1,1
6911140,58,0.7017309005219026,11,3,4,5,0,0,0
2182334,14,1.0780234807830198,10,4,5,4,0,0,0
3864707,19,1.2112596660788515,9,3,1,5,1,-1,1
1980365,11,1.0825120257937089,9,4,4,3,0,0,0
11841128,60,0.7641372642035631,10,1,5,4,1,0,1
1603085,7,1.548544489051003,6,3,1,4,0,1,1
3936853,22,1.1758845384872938,8,3,5,3,0,0,0
4781506,22,1.507788029440435,9,2,1,4,0,0,0
4190285,28,1.0849909374548887,12,2,2,3,0,0,0
2925065,26,0.9299970045773089,10,2,2,2,0,-1,0
3024050,38,1.2172952300637898,6,3,4,3,0,1,0
3356089,18,1.096053218417945,8,3,1,5,1,0,1
2993035,33,0.8555596355021604,10,1,2,4,0,-1,0
5828833,50,1.5174460646968737,8,5,4,4,1,0,1
12314817,60,0.9944324442765009,8,4,3,4,0,0,1
2339633,15,0.7,12,4,2,2,1,-1,0
1437071,8,1.482041513489333,13,2,2,3,0,0,1
3100366,32,1.023925496046844,11,3,5,4,1,0,1
15368424,60,0.9980440268460938,13,3,3,5,0,0,1
2018358,12,0.7086531032425064,9,5,1,2,0,-1,0
8740431,40,1.5852353716492475,10,4,4,3,0,1,1
8945136,49,0.8276298531975781,10,3,3,2,1,-1,0
2345119,11,1.1646123701764124,11,4,1,3,1,0,0
4599185,24,1.37815508063511,12,2,2,3,0,1,1
8684392,54,1.2554292332507742,7,1,4,4,1,-1,1
2603906,26,1.135086422001952,10,4,4,3,0,-1,0
2893136,17,0.7245835354281458,11,1,3,3,0,-1,1
2305922,14,0.9475687910581789,18,2,5,4,0,0,1
1778260,11,1.1969500845106305,11,4,1,5,1,-1,0
2214270,15,0.9532064825032508,10,2,3,3,0,0,1
1568508,10,1.2008398649996919,15,3,5,4,0,0,0
3336557,27,1.3204358522037853,14,5,5,3,0,0,0
2059587,13,1.3906257214500253,14,3,5,5,0,-1,1
3761286,37,0.843455160546829,10,2,4,4,0,1,1
1285248,6,1.6991615137447384,16,2,1,5,0,-1,1
3986914,40,1.3418698361385326,6,2,1,1,0,0,0
5390331,60,1.149571461582734,7,1,3,4,0,-1,0
988316,7,1.42238414576916,10,1,2,4,0,-1,1
4091548,24,1.7413519429999933,2,3,3,3,0,0,0
6828403,50,0.7903199747357825,9,3,1,3,1,0,1
1582023,14,1.0936843393771616,11,4,4,4,0,0,0
8917653,58,0.7,9,4,3,4,1,0,0
4203429,34,1.1981628831620061,6,4,2,1,0,1,0
2141448,10,1.241348560481285,5,3,3,4,0,0,0
3161441,15,1.14020947113931,4,2,5,2,0,0,0
4569873,31,0.9863666072504225,10,4,2,2,1,0,0
3421546,28,0.7,4,3,5,4,1,-1,1
4516525,25,1.2433834208529422,11,1,4,3,0,0,0
1881530,24,1.5138586209788312,8,4,1,3,0,0,0
3618667,25,1.0022453860666418,16,3,3,3,1,0,0
1399703,11,1.2600149822557862,13,2,3,4,0,0,0
3057977,14,0.7579639216449873,7,4,5,3,1,1,0
1900552,26,1.2643032659231284,13,5,5,5,0,1,0
2102593,13,1.0516544255638356,11,3,1,3,1,0,1
6863004,37,0.9593955123492713,7,3,3,4,0,1,0
6291978,44,0.9599090896959672,18,3,1,3,0,1,1
4711339,56,1.0515971044917474,5,4,5,4,1,1,1
1697406,7,1.2456083289231337,7,1,5,4,0,0,0
2703762,18,0.8219591997011204,14,3,2,3,0,1,0
6768964,41,1.0507211671080368,15,5,5,3,0,0,0
3559142,33,1.139632055500213,9,2,5,3,0,0,0
13145600,60,0.8752401938670351,4,5,1,1,0,1,0
4139107,30,1.5991663004187542,11,5,2,3,1,1,1
3668265,45,0.9366261299846645,9,2,2,4,1,0,1
2715618,31,0.9826407715916273,7,4,3,4,0,1,1
3541725,18,0.9054230125443754,8,2,4,3,1,0,1
2983232,28,1.5996200217845293,16,4,3,3,0,0,0
4999583,50,1.2882263071498703,18,4,3,1,0,0,0
5803788,39,0.9158519984390894,13,2,3,3,0,1,1
2039889,11,1.4265578897149922,8,4,2,4,1,1,1
1470716,18,1.2001746735722194,11,4,1,4,1,1,1
1086287,6,1.2143133552778753,11,3,5,3,0,-1,1
4433920,50,1.0638806978118867,4,2,2,3,0,-1,0
1686186,22,0.9626460032607566,9,1,5,5,0,-1,1
898305,11,1.2344415247636502,15,3,5,3,0,-1,1
4127354,21,1.0137281925011024,11,5,4,3,0,0,0
14589311,60,1.604188907393776,8,4,3,4,0,0,1
3257131,42,0.8326772236892239,10,3,4,4,1,-1,0
5406402,39,1.5340391932137363,11,3,3,3,1,1,0
3433523,17,1.1221702878005497,7,2,2,5,0,0,1
3080696,28,1.2247714335052764,4,2,5,3,0,1,0
5674232,42,1.3582894416573585,15,3,4,4,1,0,1
2746492,36,0.9924376762488909,11,3,2,2,1,0,1
3837898,27,1.366062096174659,12,3,2,4,0,0,1
3965009,25,0.7,10,5,3,5,0,0,0
2189416,14,0.9700026166945152,10,3,5,3,1,0,0
5928165,49,0.9189842981647336,18,3,3,4,1,0,1
2943247,25,0.8366234969070595,13,2,3,5,0,1,1
2077244,24,1.0962612904802622,10,5,2,2,0,1,1
4510442,36,1.2464374920454235,6,4,3,4,0,0,0
1906766,22,1.3256649996248264,11,4,1,5,0,0,0
3324762,17,1.2102191893001017,8,3,5,4,1,1,1
3251180,15,0.9835766337766132,7,3,3,2,0,1,1
6271570,29,1.2422541094562918,20,3,3,2,1,0,0
4346228,21,1.1810714237127127,7,2,4,3,0,1,0
3220295,20,1.384014041984004,12,4,5,2,0,-1,0
5339591,30,1.344234175732879,17,5,5,4,1,-1,1
7527883,60,1.157619103480157,12,2,3,2,1,-1,0
4568457,27,0.9256867484596857,12,1,1,3,1,-1,0
3289386,23,0.9867624610419797,8,4,4,3,0,0,0
1487932,10,1.0125526600904915,13,2,1,3,0,-1,0
1725335,9,1.071183416520936,11,3,3,4,1,1,0
2721966,24,1.2170126068974383,13,4,5,4,1,0,1
2267736,19,1.3287935975320144,7,3,5,1,1,0,0
2922112,14,1.1372203267461556,8,4,1,2,0,-1,1
3382041,43,1.154031196975118,8,3,2,2,0,0,0
4492031,31,1.1858265762500009,12,4,3,3,0,-1,0
3133624,15,1.021023671716915,11,4,5,1,1,1,0
4377117,27,0.9186519355892608,12,4,2,4,1,1,0
3397956,22,0.7111405256723224,12,1,5,3,0,0,0
999209,9,0.9762126604807818,11,2,5,5,0,-1,0
1860579,15,1.2682863633169466,9,1,2,3,0,1,0
2998274,15,0.974272140490108,12,3,1,3,0,0,1
1581972,10,1.090548240643515,8,4,3,4,0,0,1
4685378,31,1.2666078218530792,12,3,2,4,1,0,0
8190213,60,1.2801723741056672,8,4,2,4,0,1,1
6792007,60,0.8801167869584902,10,3,5,5,0,0,0
2876066,13,1.3992648391134104,10,3,2,3,0,1,1
7995869,60,1.4318375223388713,12,4,3,5,1,-1,1
3574016,22,0.86753753569536,6,3,1,3,0,-1,0
2670425,32,0.9440407825897114,9,4,1,5,1,0,0
2262448,13,1.4477726707865477,14,2,1,3,1,-1,0
2726469,12,1.1132866196861746,14,5,3,3,0,0,1
2589806,16,0.7,5,3,5,4,0,-1,0
3620959,40,0.8000796238168284,12,4,3,3,1,0,0
3599639,22,1.0876575937068795,10,1,2,3,0,0,0
3274997,17,0.8592393374288494,8,3,4,3,0,1,0
4248866,32,1.0466440573408895,6,5,4,4,1,1,1
6678391,33,1.1580990534208946,13,4,4,5,1,1,1
5778949,34,1.515563651008682,8,1,1,4,0,1,1
1341181,6,1.0773865209430527,4,3,3,5,0,0,1
706195,6,1.4181354498931897,5,3,3,4,1,0,1
5726367,60,1.5071900405091925,14,2,1,2,0,1,1
1439595,12,1.5085774173380189,11,4,2,2,0,0,0
2856594,28,1.221188648346392,8,2,4,4,0,0,1
1619992,7,0.7,9,3,4,3,0,1,0
1108825,6,1.2652062163509663,10,4,1,3,1,0,0
4523866,26,1.412099971953385,5,3,4,3,1,1,0
5155079,44,1.1297332236411457,12,4,5,4,1,0,0
2313087,23,1.586145967518812,10,5,3,3,1,0,0
690640,6,1.3649583903668643,13,2,4,5,0,1,1
2355475,16,1.292068344288196,10,4,4,4,0,0,0
4135349,39,1.4215951778014593,16,2,5,4,0,1,1
1346007,8,1.2333424628152194,8,3,2,5,0,1,0
3649190,47,0.7,9,1,2,3,0,0,0
3239125,27,1.0252152621324084,4,2,5,4,0,-1,0
4627720,32,1.4492920068119632,7,3,2,5,0,0,1
3512182,38,0.9481021649754259,9,3,1,4,0,0,1
1823300,8,1.094131873690765,10,4,5,4,0,1,0
6702176,60,0.8887909215242321,10,4,3,3,0,-1,0
2972405,33,1.5959806488004422,16,5,3,4,0,-1,1
3215898,31,1.5703731143545037,10,3,3,2,0,-1,0
1867365,10,0.9290327762148176,14,2,4,5,0,0,1
2505579,18,1.1868245000972708,13,3,5,5,1,1,0
1922464,12,0.979876488058988,10,3,5,5,1,-1,0
2946805,40,1.3037361597578445,6,3,2,4,0,0,1
9129532,60,1.2774207693105821,9,4,5,2,1,0,0
1435263,10,1.3529263929033162,10,3,5,1,1,1,1
1241540,6,1.2329796119269718,12,3,2,5,0,1,1
7902598,38,1.8838515515971168,17,2,5,3,0,1,0
2883183,34,0.8930190587473152,15,1,5,3,1,-1,0
2188126,14,0.7223491613908714,10,2,1,4,1,0,0
6100875,29,1.0517274498246345,6,2,2,3,0,1,1
2273044,17,0.758002933609933,7,4,1,4,1,1,1
9777611,50,0.7768844324985017,7,2,4,3,0,0,0
4909857,54,0.8996713364505082,13,4,2,4,0,1,0
2439376,11,0.919452773642093,12,3,5,5,0,1,1
11927830,60,0.9113454745124849,9,1,5,2,0,0,0
2272908,10,1.2795547376113527,13,4,1,3,0,-1,1
5102581,29,1.023452734728666,13,3,1,3,1,0,0
3912063,31,1.1051213562818798,7,2,4,5,0,1,1
7138725,33,1.3735581936252337,13,4,4,3,0,0,0
8342777,60,0.9584193688046434,10,1,5,3,0,1,0
3332397,27,1.0838635253238194,6,2,3,4,0,0,0
2080147,11,1.2414399965232288,5,4,4,3,1,-1,0
4307995,23,0.7,10,4,5,5,0,-1,1
2176809,10,0.7,6,2,4,5,0,1,1
10941050,60,1.2365293321994306,7,1,2,4,0,0,0
3548094,18,1.2730035701417246,7,4,1,4,0,-1,1
2625566,14,1.6660550337131026,11,3,5,2,0,1,0
3652082,45,1.1895237189667025,6,2,4,4,0,0,0
1456758,11,1.3549349293145236,14,3,1,4,0,1,1
1824892,16,1.1011318391035065,6,5,3,3,0,0,0
6717645,58,1.2243068053962716,11,1,4,3,1,-1,0
2204174,10,1.5668142104373834,9,4,5,5,0,0,0
1744281,10,0.7,8,3,2,3,0,1,0
4510829,25,1.25340406439292,6,3,1,4,1,-1,1
6658617,30,1.6838966825193413,5,4,1,1,1,1,0
5032220,39,1.2205085548023356,9,5,2,3,0,0,0
5942429,31,1.5626432408082118,8,2,5,5,1,0,0
2075936,15,0.9926969626176393,6,2,3,3,1,0,1
1392921,6,1.1419881264590714,7,5,2,4,0,1,1
8046921,60,1.1583811755971467,6,4,3,3,0,0,0
2693607,12,0.7,8,3,5,3,0,0,1
2812263,27,0.8579555430374499,5,3,4,5,0,1,0
7252932,60,0.8757812301540033,4,4,4,4,0,-1,1
4564127,24,1.3555165195081318,14,4,5,5,0,-1,1
4297451,33,1.3680382764210137,13,5,3,5,1,-1,1
11983022,60,1.2310091106766332,8,3,2,5,0,0,1
2221935,16,1.3560257242139264,16,2,5,5,0,0,1
5704147,31,1.1089626468195564,8,3,5,1,0,1,0
3382778,32,1.4504829173848857,13,3,4,5,1,0,1
3840662,48,1.1521971106580178,9,3,2,2,1,0,1
8179004,60,1.164466011856689,5,3,4,1,0,1,1
4433506,31,1.083601841684397,10,2,3,2,0,0,1
4515279,47,1.321112619409107,16,3,3,3,0,1,0
6221393,50,1.0447002958467717,13,4,1,4,1,0,0
2626147,20,1.394107844299517,10,4,5,3,0,-1,0
1975780,25,0.8669627148209982,13,3,2,1,0,0,0
1746482,11,0.8752709363179514,10,2,2,3,0,-1,0
1004686,6,1.3218566887816259,11,3,4,3,1,-1,0
11225788,60,1.1278639463542468,11,4,4,4,0,0,1
1686346,10,1.0365271459617178,12,3,2,3,1,0,0
2862619,16,1.3725144331188648,19,4,4,3,0,-1,0
2768765,20,0.9981846464784788,17,3,1,3,0,0,1
3931155,22,1.0999496864249074,12,2,5,3,0,0,0
5333095,40,1.4998069875177897,9,4,1,4,1,0,0
5478183,37,1.5347855864526625,12,1,3,3,1,-1,0
2303991,32,1.5430995525675817,10,3,2,3,1,0,1
2957121,17,1.079468555766522,15,2,1,3,1,1,0
3873031,22,1.4576757262461175,12,1,1,3,1,0,0
2815879,37,0.9127617930578303,11,3,4,5,1,0,1
8575392,60,0.9232742813194846,8,3,4,3,0,-1,0
4388881,20,0.7,8,4,4,5,1,0,0
5080532,38,1.5682170504746324,15,4,3,4,1,1,1
4865737,33,0.9340050377309803,14,4,1,1,0,0,0
6609934,32,1.1183668550632349,9,3,5,5,1,-1,1
3644074,20,0.9224189145179289,7,3,4,4,0,-1,0
1501388,9,1.323791312082535,12,3,3,4,0,1,0
4154957,21,1.056091584820665,7,3,3,3,0,1,0
2211509,11,0.8237957773917626,11,3,4,4,0,0,1
2380521,17,1.260415641046515,5,5,2,3,0,0,0
4647399,32,0.7915674937974428,9,2,1,1,1,1,0
